subset,condition_aware,n_features,rmse,phm08,late_ratio,mae
FD001,False,71,10.531795271217872,171.12021053811623,0.46,7.626556561444106
FD003,False,81,9.278340013955267,178.23267736833762,0.51,6.080310526907789
FD002,False,96,15.532075507569221,1200.855276306761,0.38223938223938225,11.35506347851979
FD004,False,96,16.450751822839734,1369.1974784025342,0.4314516129032258,11.922896757945606
FD001,True,71,10.0312322275175,159.6482432357328,0.45,7.015108883239605
FD003,True,81,9.169706362130613,162.9575794794168,0.56,6.07108605664676
FD002,True,96,10.677883225698325,513.0853658643352,0.4015444015444015,7.374917855659082
FD004,True,96,11.14148809314541,674.0563698781089,0.4153225806451613,7.431272921054114
