subset,condition_aware,auc_50_100,auc_single_sensor
FD001,False,0.9433466681950918,0.7558380270880976
FD003,False,0.8801246091614737,0.8347347982945228
FD002,False,0.9140317360080275,0.5797876763003467
FD004,False,0.9203478687620005,0.671895296299944
FD001,True,0.9433739466981159,0.7558380270880976
FD003,True,0.8620599978134907,0.8347347982945228
FD002,True,0.9068861354423509,0.7494566945647905
FD004,True,0.902805425902838,0.8043067781257427
